id,dictionary,reading,meanings,partOfSpeech,verbType,adjectiveType,jlptLevel,frequency
1326,"割れる","われる","[""to break; to be smashed; プラスチックは割れにくい。; Plastic does not break easily.""]","verb","ichidan","","",1
1327,"括弧","かっこ","[""brackets; parentheses; カッコ内の言葉を短縮形にしなさい。; Put the words in parentheses into abbreviated form.""]","noun","suru","","N2",1
1328,"活気","かっき","[""energy; vigour; vigor; liveliness; spirit; life; animation; その街は活気にあふれていた。; The town was full of activity.""]","noun","","","N1",1
1329,"活字","かつじ","[""(piece of) type; movable type; moveable type; printing type; この大きな活字は眼に楽だ。; This large type is easy on the eyes.""]","noun","","","N2",1
1330,"活動","かつどう","[""activity (of a person, organization, animal, volcano, etc.); action; operation; テレビを見ることは受動的活動である。; Watching TV is a passive activity.""]","noun","suru","","N2",1
1331,"活発","かっぱつ","[""lively; active; vigorous; animated; brisk; 私たちはとても活発な討論をした。; We had a very vigorous debate.""]","noun","","na_adjective","N1",1
1332,"活躍","かつやく","[""activity (esp. energetic or successful); great efforts; active participation; 仕事でご活躍ですね。; I see you're doing very well in your business.; 元気で活躍していることと思います。; I hope things have been going well for you.""]","noun","suru","","N2",1
1333,"活用","かつよう","[""practical use; application; making good use of; putting to good use; capitalizing on; 政治家として、彼は、演技のうまさを目一杯活用している。; As a politician, he makes utmost use of his acting ability.""]","noun","suru","","N2",1
1334,"活力","かつりょく","[""vitality; energy; dynamism; 奴隷たちは宗教に活力を見いだす。; Slaves find power in religion.""]","noun","","","N2",1
1335,"渇く","かわく","[""to be thirsty; to feel thirsty; see: ; 喉が乾く;  to be thirsty; お腹が空いたし、のども渇いた。; I'm hungry and thirsty.""]","verb","godan","","N2",1
1336,"滑らか","なめらか","[""smooth (of a surface); glassy; velvety; soft; 海は穏やかに、そしてなめらかに見える。; The sea looks calm and smooth.""]","noun","","na_adjective","N1",1
1337,"滑る","すべる","[""to slide; to glide; to skate; to ski; 子供たちは氷の上を滑っていた。; The children were sliding on the ice.""]","verb","godan","","",1
1338,"滑稽","こっけい","[""funny; comical; humorous; laughable; 彼はこっけいな性質の人だ。; He is of a humorous turn of mind.""]","noun","","na_adjective","N1",1
1339,"且つ","かつ","[""and; moreover; besides; as well as; and on top of that; at the same time; 彼は作家でもあり、かつまた政治家でもある。; He is a writer and a statesman.""]","noun","","","N1",1
1340,"叶う","かなう","[""to come true (of a dream, wish, etc.); to be realized; to be fulfilled; to be granted; to be answered (of a prayer); to be requited (of love); もし病気の人が千羽の鶴を折ると、その人の願いが叶うの。; If a sick person folds one thousand paper cranes, her wish will come true.""]","verb","godan","","N1",1
1341,"叶える","かなえる","[""to grant (request, wish); to answer (prayer); to make come true (e.g. a dream); to realize; to fulfill; 母は私の望むものは何でも言わなくてもかなえてくれる。; My mother anticipates all my desires.""]","verb","ichidan","","N1",1
1342,"株","かぶ","[""stock; share; 彼は大金を株に投資した。; He invested a lot of money in stocks.""]","noun","","","N2",1
1343,"株式","かぶしき","[""share (in a company); stock; ニューヨークの１９８７年１０月の株式大暴落はまだ生々しく記憶されている。; The stock market crash of October 1987 in New York is still vividly remembered.""]","noun","","","N1",1
1344,"釜","かま","[""iron pot; kettle""]","noun","","","N2",1
1345,"噛み切る","かみきる","[""to bite off; to gnaw through; サメがその男の足を噛み切った。; A shark snapped the man's leg off.""]","verb","godan","","N1",1
1346,"噛む","かむ","[""to bite; 爪を噛むのはよしなさい。; Don't bite your nails.""]","verb","godan","","",1
1347,"粥","かゆ","[""thin rice porridge; watery cooked rice; rice gruel; congee; 若いときは貧乏でかゆをすすって暮らした。; When he was young, he was so poor that he virtually had to live on gruel.""]","noun","","","N1",1
1348,"刈る","かる","[""to cut (grass, hair, etc.); to mow; to clip; to trim; to prune; to shear; to reap; to harvest; 彼らはジャックの髪の刈り方をひやかした。; They made fun of Jack's haircut.""]","verb","godan","","N2",1
1349,"瓦","かわら","[""tile (e.g. roof)""]","noun","","","N2",1
1350,"乾かす","かわかす","[""to dry (clothes, etc.); to desiccate; 太陽が地面をからからにかわかした。; The sun has dried up the ground.""]","verb","godan","","N2",1
1351,"乾く","かわく","[""to get dry; そのぬれたシャツはすぐに乾くだろう。; The wet shirt will soon dry up.""]","verb","godan","","",1
1352,"乾燥","かんそう","[""dryness; aridity; drying (e.g. clothes); dehydration; desiccation; 椎茸を乾燥させて保存します。; We keep shiitake mushrooms dry.""]","noun","suru","","N2",1
1353,"乾電池","かんでんち","[""dry cell battery; see: ; 湿電池;  wet cell battery; 1.5V乾電池を直接触っただけでは感電死することはないでしょう。; You're not going to get electrocuted just by directly touching a 1.5V battery.""]","noun","","","N2",1
1354,"干し物","ほしもの","[""things dried in the sun (esp. clothes, dyed cloth, etc.)""]","noun","","","N1",1
1355,"寒い","さむい","[""cold (e.g. weather); antonym: ; 暑い;  1. hot; warm; sultry; heated; この寒さにはもう耐えられない。; I can no longer stand the cold.""]","adjective","","i_adjective","N5",1
1356,"寒気","さむけ","[""chill; the shivers; shivering fit; その光景を見て私は背筋に寒気がした。; The sight made a chill run down my spine.""]","noun","","","N1",1
1357,"寒帯","かんたい","[""frigid zone""]","noun","","","N2",1
1358,"刊行","かんこう","[""publication; issue""]","noun","suru","","N1",1
1359,"勘","かん","[""perception; intuition; the sixth sense; その新聞記者はニュースを嗅ぎつける鋭い勘を持っている。; The newsman has a nose for news.""]","noun","","","N2",1
1360,"勘違い","かんちがい","[""misunderstanding; mistaken idea; wrong guess; 彼はクラスで一番頭がいいと勘違いしている。; He has the illusion that he is the smartest in his class.""]","noun","suru","","N2",1
1361,"勘定","かんじょう","[""calculation; computation; counting; reckoning; count; 勘定は合計５００ドルになる。; The bill amounts to 500 dollars.""]","noun","suru","","N2",1
1362,"勘弁","かんべん","[""pardon; forgiveness; forbearance; 同じことを何回繰り返すの。屋上屋を架すようなくどい説明は勘弁してよ。; You're wasting your time with all this needless repetition, so spare us the long-winded explanation.""]","noun","suru","","N1",1
1363,"勧告","かんこく","[""advice; counsel; remonstrance; recommendation; 人に自分の勧告が理由のあるものであり、賢明であることを説得するためには、理由を挙げ、知られた例や大家を引用しなければならない。; To persuade somebody that your recommendation is reasonable and wise, you have to give reasons and quote known examples and authorities.""]","noun","suru","","N1",1
1364,"勧誘","かんゆう","[""invitation; solicitation; canvassing; canvasing; inducement; persuasion; encouragement; 顧客に対する勧誘の電話が、テレマーケティング部の主要業務である。; Cold calls are the primary function of the telemarketing department.""]","noun","suru","","N1",1
1365,"巻く","まく","[""to wind; to coil; to roll; to wear (e.g. turban, scarf); 長い物には巻かれろ。; If you can't lick 'em, join 'em.""]","verb","godan","","N2",1
1366,"耐える","たえる","[""to bear; to stand; to endure; to put up with; あの騒音には耐えられないよ。; I can not stand that noise.""]","verb","ichidan","","N1",1
1367,"堪える","たえる; こらえる","[""to bear; to stand; to endure; to put up with; あの騒音には耐えられないよ。; I can not stand that noise.""]","verb","ichidan","","N2",1
